Output Factor
Date and time: 2026-04-03_10-51-05
Description: {}
ACR used: 1.1
Rank used: 1
Integration time: 752 us
Number,Time,ch0,ch1
440,0.332079,-9.962737468528267,-9.730556191348136
441,0.332831,-10.050629434653239,-10.331151293202105
442,0.333585,-10.022064545662623,-9.918791485465782
443,0.334339,-10.31357289997711,-10.206637674525062
444,0.335092,-9.9385671778439,-9.818448157473107
445,0.335845,-9.863126573586634,-9.937102311741818
446,0.336599,-10.128999771114671,-9.927580682078279
447,0.337352,-9.773037308308538,-9.941496910048066
448,0.338106,-9.972991531242847,-10.094575417715724
449,0.338858,-10.197848477912565,-10.263035019455252
450,0.339612,-9.965667200732433,-9.93344014648661
451,0.340366,-10.178805218585488,-9.74813458457313
452,0.341117,-10.10775921263447,-9.767177843900207
453,0.34187,-9.92831311512932,-9.964934767681392
454,0.342623,-10.07186999313344,-10.008148317692836
455,0.343376,-10.013275349050126,-9.863859006637675
456,0.344128,-9.904875257495995,-9.9385671778439
457,0.344881,-9.716639963378348,-9.90780498970016
458,0.345633,-10.109224078736553,-9.899015793087663
459,0.346386,-9.838223849851225,-9.667566948958573
460,0.34714,-9.994232089723049,-9.973723964293889
461,0.347894,-9.874845502403296,-10.006683451590753
462,0.348647,-10.178805218585488,-9.838223849851225
463,0.349399,-10.095307850766766,-9.945891508354315
464,0.350151,-10.302586404211489,-9.993499656672007
465,0.350903,-9.908537422751202,-9.970061799038682
466,0.351656,-10.049897001602197,-10.106294346532387
467,0.352407,-10.070405127031357,-9.882902265964752
468,0.353161,-9.84042114900435,-10.101167315175097
469,0.353912,-9.838956282902267,-10.191989013504234
470,0.354664,-9.991302357518883,-9.890226596475166
471,0.355417,-10.15390249485008,-9.981780727855345
472,0.35617,-9.977386129549096,-10.054291599908446
473,0.356923,-9.85653467612726,-9.869718471046006
474,0.357675,-10.170016021972991,-10.011810482948043
475,0.358428,-10.146578164339665,-10.156099794003204
476,0.359181,-10.227878233005264,-9.951750972762646
477,0.359933,-9.978850995651179,-10.03085374227512
478,0.360685,-10.32895399404898,-9.960540169375143
479,0.361438,-9.913664454108492,-9.710048065918976
480,0.362193,-10.203707942320897,-10.019134813458457
481,0.362946,-10.123872739757381,-10.083588921950103
482,0.363699,-10.141451132982375,-10.029388876173037
483,0.364452,-10.003753719386587,-9.833096818493935
484,0.365205,-10.05648889906157,-9.749599450675213
485,0.365958,-9.951750972762646,-10.054291599908446
486,0.366711,-9.982513160906386,-10.075532158388647
